title|gross|opening|theaters|year|genres|imdbid|imdbrating|imdburl|metascore|movieid|mpaarating|nvotes
Insidious Chapter 2|$83,586,447|$40,272,103|3,155|2013|Fantasy,Horror,Thriller|2226417|6.6|http://akas.imdb.com/title/tt2226417/|40|2226417|PG-13|105461
Saving Mr. Banks|$83,301,580|$413,373|2,671|2013|Biography,Comedy,Drama,History,Music|2140373|7.5|http://akas.imdb.com/title/tt2140373/|65|2140373|PG-13|116072
Turbo|$83,028,128|$21,312,625|3,809|2013|Animation,Adventure,Comedy,Family,Sport|1860353|6.5|http://akas.imdb.com/title/tt1860353/|58|1860353|PG|61311
2 Guns|$75,612,460|$27,059,130|3,028|2013|Action,Comedy,Crime,Drama,Thriller|1272878|6.7|http://akas.imdb.com/title/tt1272878/|55|1272878|R|154760
White House Down|$73,103,784|$24,852,258|3,222|2013|Action,Drama,Thriller|2334879|6.4|http://akas.imdb.com/title/tt2334879/|52|2334879|PG-13|161316
Mama|$71,628,180|$28,402,310|2,781|2013|Fantasy,Horror|2023587|6.2|http://akas.imdb.com/title/tt2023587/|57|2023587|PG-13|132231
Safe Haven|$71,349,120|$21,401,594|3,223|2013|Drama,Romance,Thriller|1702439|6.7|http://akas.imdb.com/title/tt1702439/|34|1702439|PG-13|76271
The Smurfs 2|$71,017,784|$17,548,389|3,867|2013|Animation,Adventure,Comedy,Family,Fantasy|2017020|5.4|http://akas.imdb.com/title/tt2017020/|34|2017020|PG|26809
The Best Man Holiday|$70,525,195|$30,107,555|2,041|2013|Comedy,Drama|2083355|6.7|http://akas.imdb.com/title/tt2083355/|59|2083355|R|11485
Percy Jackson: Sea of Monsters|$68,559,554|$14,401,054|3,080|2013|Adventure,Family,Fantasy|1854564|5.9|http://akas.imdb.com/title/tt1854564/|39|1854564|PG|85382
A Good Day to Die Hard|$67,349,198|$24,834,845|3,555|2013|Action,Crime,Thriller|1606378|5.3|http://akas.imdb.com/title/tt1606378/|28|1606378|R|163862
Warm Bodies|$66,380,662|$20,353,967|3,009|2013|Comedy,Horror,Romance|1588173|6.9|http://akas.imdb.com/title/tt1588173/|59|1588173|PG-13|182171
Jack the Giant Slayer|$65,187,603|$27,202,226|3,525|2013|Adventure,Fantasy|1351685|6.3|http://akas.imdb.com/title/tt1351685/|51|1351685|PG-13|105003
The Purge|$64,473,115|$34,058,360|2,591|2013|Horror,Thriller|2184339|5.6|http://akas.imdb.com/title/tt2184339/|41|2184339|R|131629
Last Vegas|$63,914,167|$16,334,566|3,237|2013|Comedy,Romance|1204975|6.6|http://akas.imdb.com/title/tt1204975/|48|1204975|PG-13|105597
Ender's Game|$61,737,191|$27,017,351|3,407|2013|Action,Sci-Fi|1731141|6.7|http://akas.imdb.com/title/tt1731141/|51|1731141|PG-13|182190
Prisoners|$61,002,302|$20,817,053|3,290|2013|Crime,Drama,Mystery,Thriller|1392214|8.1|http://akas.imdb.com/title/tt1392214/|74|1392214|R|374619
After Earth|$60,522,097|$27,520,040|3,401|2013|Action,Adventure,Sci-Fi|1815862|4.9|http://akas.imdb.com/title/tt1815862/|33|1815862|PG-13|156789
The Secret Life of Walter Mitty|$58,236,838|$12,765,508|2,922|2013|Adventure,Comedy,Drama,Fantasy|0359950|7.3|http://akas.imdb.com/title/tt0359950/|54|0359950|PG|232774
Escape From Planet Earth|$57,012,977|$15,891,055|3,353|2013|Animation,Adventure,Comedy,Family,Sci-Fi|0765446|6.0|http://akas.imdb.com/title/tt0765446/|35|0765446|PG|20326
12 Years a Slave|$56,671,993|$923,715|1,474|2013|Biography,Drama,History|2024544|8.1|http://akas.imdb.com/title/tt2024544/|97|2024544|R|429213
Free Birds|$55,750,480|$15,805,237|3,736|2013|Animation,Adventure,Comedy,Family|1621039|5.9|http://akas.imdb.com/title/tt1621039/|38|1621039|PG|17820
Hansel and Gretel: Witch Hunters|$55,703,475|$19,690,956|3,375|2013|Action,Fantasy,Horror|1428538|6.1|http://akas.imdb.com/title/tt1428538/|21|1428538|R|157859
Evil Dead (2013)|$54,239,856|$25,775,847|3,025|2013|Fantasy,Horror|1288558|6.5|http://akas.imdb.com/title/tt1288558/|57|1288558|R|123191
Red 2|$53,262,560|$18,048,422|3,016|2013|Action,Comedy,Crime,Thriller|1821694|6.7|http://akas.imdb.com/title/tt1821694/|47|1821694|PG-13|122981
Tyler Perry's A Madea Christmas|$52,543,354|$16,007,634|2,194|2013|Comedy,Drama|2609758|4.7|http://akas.imdb.com/title/tt2609758/|28|2609758|PG-13|4210
Tyler Perry's Temptation: Confessions of a Marriage Counselor|$51,975,354|$21,641,679|2,047|2013|Drama,Thriller|2070862|4.9|http://akas.imdb.com/title/tt2070862/|26|2070862|PG-13|9960
The Call|$51,872,378|$17,118,745|2,507|2013|Crime,Thriller|1911644|6.7|http://akas.imdb.com/title/tt1911644/|51|1911644|R|87041
Pain and Gain|$49,875,291|$20,244,505|3,303|2013|Comedy,Crime,Drama|1980209|6.5|http://akas.imdb.com/title/tt1980209/|45|1980209|R|159109
Gangster Squad|$46,000,903|$17,070,347|3,103|2013|Action,Crime,Drama,Thriller|1321870|6.7|http://akas.imdb.com/title/tt1321870/|40|1321870|R|172119
The Internship|$44,672,764|$17,325,307|3,399|2013|Comedy|2234155|6.3|http://akas.imdb.com/title/tt2234155/|42|2234155|PG-13|158229
Instructions Not Included|$44,467,206|$7,846,426|978|2013|Comedy,Drama|2378281|7.6|http://akas.imdb.com/title/tt2378281/|55|2378281|PG-13|21705
Snitch|$42,930,462|$13,167,607|2,511|2013|Action,Drama,Thriller|0882977|6.5|http://akas.imdb.com/title/tt0882977/|51|0882977|PG-13|63890
Riddick|$42,025,135|$19,030,375|3,117|2013|Action,Sci-Fi,Thriller|1411250|6.4|http://akas.imdb.com/title/tt1411250/|49|1411250|R|123530
A Haunted House|$40,041,683|$18,101,682|2,160|2013|Comedy,Fantasy|2243537|5.1|http://akas.imdb.com/title/tt2243537/|20|2243537|R|34131
47 Ronin|$38,362,475|$9,910,310|2,690|2013|Action,Adventure,Drama,Fantasy|1335975|6.3|http://akas.imdb.com/title/tt1335975/|28|1335975|PG-13|115370
August: Osage County|$37,738,810|$179,302|2,411|2013|Drama|1322269|7.3|http://akas.imdb.com/title/tt1322269/|58|1322269|R|66607
Philomena|$37,709,979|$128,435|1,225|2013|Biography,Drama|2431286|7.6|http://akas.imdb.com/title/tt2431286/|76|2431286|PG-13|75009
The Family (2013)|$36,918,811|$14,034,764|3,091|2013|Comedy,Crime,Thriller|2404311|6.3|http://akas.imdb.com/title/tt2404311/|42|2404311|R|86881
Walking with Dinosaurs|$36,076,121|$7,091,938|3,243|2013|Animation,Adventure,Family|1762399|5.2|http://akas.imdb.com/title/tt1762399/|37|1762399|PG|8796
Carrie (2013)|$35,266,619|$16,101,552|3,157|2013|Drama,Horror|1939659|5.9|http://akas.imdb.com/title/tt1939659/|53|1939659|R|106576
Texas Chainsaw 3D|$34,341,945|$21,744,470|2,659|2013|Horror,Thriller|1572315|4.8|http://akas.imdb.com/title/tt1572315/|NA|1572315|R|34661
R.I.P.D.|$33,618,855|$12,691,415|2,852|2013|Action,Comedy,Fantasy|0790736|5.6|http://akas.imdb.com/title/tt0790736/|25|0790736|PG-13|90276
Blue Jasmine|$33,405,481|$612,064|1,283|2013|Drama|2334873|7.3|http://akas.imdb.com/title/tt2334873/|78|2334873|PG-13|147626
Kevin Hart: Let Me Explain|$32,244,051|$10,030,463|892|2013|Documentary,Comedy|2609912|6.7|http://akas.imdb.com/title/tt2609912/|53|2609912|R|5950
Side Effects (2013)|$32,172,757|$9,303,145|2,605|2013|Crime,Drama,Thriller|2053463|7.1|http://akas.imdb.com/title/tt2053463/|75|2053463|R|146643
Scary Movie 5|$32,015,787|$14,157,367|3,402|2013|Comedy|0795461|3.5|http://akas.imdb.com/title/tt0795461/|11|0795461|PG-13|49560
The Mortal Instruments: City of Bones|$31,165,421|$9,336,957|3,118|2013|Fantasy,Horror,Mystery,Romance|1538403|6.0|http://akas.imdb.com/title/tt1538403/|33|1538403|PG-13|105663
Delivery Man|$30,664,106|$7,944,977|3,036|2013|Comedy,Drama|2387559|6.4|http://akas.imdb.com/title/tt2387559/|44|2387559|PG-13|58705
Grudge Match|$29,807,260|$7,021,993|2,856|2013|Comedy,Sport|1661382|6.4|http://akas.imdb.com/title/tt1661382/|35|1661382|PG-13|45838
One Direction: This is Us|$28,873,374|$15,815,497|2,735|2013|Documentary,Music|2515086|4.1|http://akas.imdb.com/title/tt2515086/|49|2515086|PG|22078
Kick-Ass 2|$28,795,985|$13,332,955|2,945|2013|Action,Comedy,Crime|1650554|6.6|http://akas.imdb.com/title/tt1650554/|41|1650554|R|199350
Dallas Buyers Club|$27,298,285|$260,865|1,110|2013|Biography,Drama|0790636|8.0|http://akas.imdb.com/title/tt0790636/|84|0790636|R|320638
Rush (2013)|$26,947,624|$187,289|2,308|2013|Action,Biography,Drama,Sport|1979320|8.1|http://akas.imdb.com/title/tt1979320/|75|1979320|R|305861
The Host (2013)|$26,627,201|$10,600,112|3,202|2013|Action,Adventure,Romance,Sci-Fi,Thriller|1517260|5.9|http://akas.imdb.com/title/tt1517260/|35|1517260|PG-13|91407
The World's End|$26,004,851|$8,811,790|1,553|2013|Action,Comedy,Sci-Fi|1213663|7.0|http://akas.imdb.com/title/tt1213663/|81|1213663|R|181772
21 and Over|$25,682,380|$8,754,168|2,771|2013|Comedy|1711425|5.9|http://akas.imdb.com/title/tt1711425/|34|1711425|R|59590
Her (2013)|$25,568,251|$260,382|1,729|2013|Drama,Romance,Sci-Fi|1798709|8.0|http://akas.imdb.com/title/tt1798709/|90|1798709|R|347332
Escape Plan|$25,135,965|$9,885,732|2,883|2013|Action,Mystery,Thriller|1211956|6.7|http://akas.imdb.com/title/tt1211956/|49|1211956|R|175358
Don Jon|$24,477,704|$8,677,009|2,422|2013|Comedy,Drama,Romance|2229499|6.6|http://akas.imdb.com/title/tt2229499/|66|2229499|R|188053
The Incredible Burt Wonderstone|$22,537,881|$10,177,257|3,160|2013|Comedy|0790628|5.9|http://akas.imdb.com/title/tt0790628/|44|0790628|PG-13|60020
The Big Wedding|$21,819,348|$7,591,663|2,633|2013|Comedy|1931435|5.6|http://akas.imdb.com/title/tt1931435/|28|1931435|R|37035
Baggage Claim|$21,569,509|$9,031,102|2,230|2013|Comedy|1171222|5.0|http://akas.imdb.com/title/tt1171222/|34|1171222|PG-13|6983
The Way, Way Back|$21,506,546|$552,788|1,001|2013|Comedy,Drama|1727388|7.4|http://akas.imdb.com/title/tt1727388/|68|1727388|PG-13|113951
The Book Thief|$21,488,481|$105,005|1,316|2013|Drama,War|0816442|7.6|http://akas.imdb.com/title/tt0816442/|53|0816442|PG-13|97024
Homefront|$20,158,898|$6,915,241|2,570|2013|Action,Crime,Drama,Thriller|2312718|6.5|http://akas.imdb.com/title/tt2312718/|40|2312718|R|81608
Broken City|$19,701,164|$8,268,908|2,622|2013|Crime,Drama,Thriller|1235522|6.2|http://akas.imdb.com/title/tt1235522/|49|1235522|R|62929
Beautiful Creatures (2013)|$19,452,138|$7,582,595|2,950|2013|Drama,Fantasy,Romance|1559547|6.2|http://akas.imdb.com/title/tt1559547/|52|1559547|PG-13|66690
Runner Runner|$19,316,646|$7,706,712|3,026|2013|Crime,Thriller|2364841|5.6|http://akas.imdb.com/title/tt2364841/|36|2364841|R|51491
Admission|$18,007,317|$6,154,984|2,161|2013|Comedy,Drama,Romance|1814621|5.7|http://akas.imdb.com/title/tt1814621/|48|1814621|PG-13|28274
Nebraska|$17,654,912|$140,401|968|2013|Adventure,Comedy,Drama|1821549|7.8|http://akas.imdb.com/title/tt1821549/|86|1821549|R|89874
Parker|$17,616,641|$7,008,222|2,238|2013|Action,Crime,Romance,Thriller|1904996|6.2|http://akas.imdb.com/title/tt1904996/|42|1904996|R|88869
Enough Said|$17,550,872|$232,800|835|2013|Comedy,Drama,Romance|2390361|7.1|http://akas.imdb.com/title/tt2390361/|78|2390361|PG-13|48635
Dark Skies|$17,418,667|$8,189,166|2,313|2013|Horror,Sci-Fi,Thriller|2387433|6.3|http://akas.imdb.com/title/tt2387433/|50|2387433|PG-13|56410
The Counselor|$16,973,715|$7,842,930|3,044|2013|Crime,Drama,Thriller|2193215|5.3|http://akas.imdb.com/title/tt2193215/|48|2193215|R|79758
Jobs|$16,131,410|$6,713,900|2,381|2013|Biography,Drama|2357129|5.9|http://akas.imdb.com/title/tt2357129/|44|2357129|PG-13|75556
Fruitvale Station|$16,101,339|$386,291|1,086|2013|Biography,Drama,Romance|2334649|7.5|http://akas.imdb.com/title/tt2334649/|85|2334649|R|52738
About Time|$15,322,921|$1,076,250|1,280|2013|Drama,Fantasy,Romance|2194499|7.8|http://akas.imdb.com/title/tt2194499/|55|2194499|R|197180
The Last Exorcism Part II|$15,179,302|$7,728,354|2,700|2013|Drama,Horror,Thriller|2034139|4.0|http://akas.imdb.com/title/tt2034139/|35|2034139|PG-13|13356
Inside Llewyn Davis|$13,235,319|$405,411|729|2013|Drama,Music|2042568|7.4|http://akas.imdb.com/title/tt2042568/|92|2042568|R|94194
The Last Stand|$12,050,299|$6,281,433|2,913|2013|Action,Crime,Thriller|1549920|6.4|http://akas.imdb.com/title/tt1549920/|54|1549920|R|113294
Out of the Furnace|$11,330,849|$5,220,288|2,101|2013|Crime,Drama,Thriller|1206543|6.8|http://akas.imdb.com/title/tt1206543/|63|1206543|R|81751
Dead Man Down|$10,895,295|$5,345,250|2,188|2013|Action,Crime,Drama,Thriller|2101341|6.5|http://akas.imdb.com/title/tt2101341/|39|2101341|R|53603
Getaway (2013)|$10,501,938|$4,503,892|2,135|2013|Action,Crime,Thriller|2167202|4.4|http://akas.imdb.com/title/tt2167202/|22|2167202|PG-13|19330
Bullet to the Head|$9,489,829|$4,548,201|2,404|2013|Animation,Short,Action,Sci-Fi,Thriller|2750270|NA|http://akas.imdb.com/title/tt2750270/|NA|2750270|NA|NA
Battle of the Year|$8,888,355|$4,603,177|2,008|2013|Drama,Music|1532958|5.0|http://akas.imdb.com/title/tt1532958/|29|1532958|PG-13|7799
Movie 43|$8,840,453|$4,805,878|2,023|2013|Comedy|1333125|4.3|http://akas.imdb.com/title/tt1333125/|18|1333125|R|77808
Mandela: Long Walk to Freedom|$8,323,085|$84,283|1,010|2013|Biography,Drama,History|2304771|7.1|http://akas.imdb.com/title/tt2304771/|60|2304771|PG-13|20846
Before Midnight|$8,114,627|$246,914|897|2013|Drama,Romance|2209418|7.9|http://akas.imdb.com/title/tt2209418/|94|2209418|R|93170
Dhoom 3|$8,031,955|$3,423,508|239|2013|Action,Crime,Thriller|1833673|5.5|http://akas.imdb.com/title/tt1833673/|61|1833673|NA|33519
Jerusalem|$8,020,721||33|2013|Documentary|2385006|7.2|http://akas.imdb.com/title/tt2385006/|NA|2385006|NA|709
Machete Kills|$8,008,161|$3,837,183|2,538|2013|Action,Comedy,Crime,Thriller|2002718|5.6|http://akas.imdb.com/title/tt2002718/|41|2002718|R|58382
Paranoia|$7,385,015|$3,528,376|2,459|2013|Drama,Thriller|1413495|5.7|http://akas.imdb.com/title/tt1413495/|32|1413495|PG-13|28043
Journey to the South Pacific|$7,130,589|$8,137|19|2013|Documentary|3195742|7.1|http://akas.imdb.com/title/tt3195742/|NA|3195742|NA|75
Black Nativity|$7,018,189|$3,669,530|1,525|2013|Drama,Family,Music,Musical|1425922|4.4|http://akas.imdb.com/title/tt1425922/|48|1425922|PG|1616
The Spectacular Now|$6,854,611|$197,415|770|2013|Comedy,Drama,Romance|1714206|7.1|http://akas.imdb.com/title/tt1714206/|82|1714206|R|102754
The Grandmaster|$6,594,959|$132,617|804|2013|Action,Biography,Drama|1462900|6.5|http://akas.imdb.com/title/tt1462900/|73|1462900|PG-13|24201
All Is Lost|$6,263,670|$93,583|483|2013|Action,Adventure,Drama|2017038|6.9|http://akas.imdb.com/title/tt2017038/|87|2017038|PG-13|58699
Believe|$6,206,566|$2,007,567|1,037|2013|Drama|2009606|5.6|http://akas.imdb.com/title/tt2009606/|39|2009606|PG|537
The Bling Ring|$5,845,732|$214,395|650|2013|Biography,Crime,Drama|2132285|5.6|http://akas.imdb.com/title/tt2132285/|66|2132285|R|66570
Pulling Strings|$5,842,961|$2,467,168|438|2013|Comedy,Romance|3203890|6.0|http://akas.imdb.com/title/tt3203890/|57|3203890|PG|1444
Closed Circuit|$5,750,401|$2,464,931|870|2013|Crime,Drama,Mystery,Thriller|2218003|6.2|http://akas.imdb.com/title/tt2218003/|50|2218003|R|17150
Chennai Express|$5,307,960|$2,220,497|196|2013|Action,Comedy,Romance|2112124|6.0|http://akas.imdb.com/title/tt2112124/|45|2112124|NA|35619
The Company You Keep|$5,133,027|$131,718|807|2013|Short,Drama,Family|3575750|NA|http://akas.imdb.com/title/tt3575750/|NA|3575750|NA|NA
20 Feet from Stardom|$4,946,445|$54,596|147|2013|Documentary,Music|2396566|7.4|http://akas.imdb.com/title/tt2396566/|83|2396566|PG-13|9384
Much Ado About Nothing (2013)|$4,328,849|$171,942|222|2013|Short,Comedy,Drama|4078098|NA|http://akas.imdb.com/title/tt4078098/|NA|4078098|NA|NA
Yeh Jawaani Hai Deewani|$3,827,466|$1,568,677|161|2013|Comedy,Drama,Musical,Romance|2178470|6.9|http://akas.imdb.com/title/tt2178470/|NA|2178470|NA|24506
The To-Do List|$3,491,669|$1,579,402|591|2013|Comedy|1758795|5.8|http://akas.imdb.com/title/tt1758795/|61|1758795|R|28989
Metallica Through the Never|$3,419,967|$1,576,561|589|2013|Music|2172935|7.2|http://akas.imdb.com/title/tt2172935/|61|2172935|R|13208
The Fifth Estate|$3,255,008|$1,673,351|1,769|2013|Biography,Drama,Thriller|1837703|6.2|http://akas.imdb.com/title/tt1837703/|49|1837703|R|28708
In a World|$2,963,902|$70,541|144|2013|Comedy|2294677|6.7|http://akas.imdb.com/title/tt2294677/|79|2294677|R|25550
Home Run|$2,861,020|$1,582,466|381|2013|Drama,Sport|2051894|6.0|http://akas.imdb.com/title/tt2051894/|NA|2051894|PG-13|2375
The Great Beauty|$2,852,400|$23,442|77|2013|Drama|2358891|7.7|http://akas.imdb.com/title/tt2358891/|86|2358891|NA|54283
Ram-Leela|$2,738,863|$1,449,174|204|2013|Drama,Musical,Romance|2215477|6.3|http://akas.imdb.com/title/tt2215477/|NA|2215477|NA|12321
Grace Unplugged|$2,507,201|$998,145|511|2013|Drama,Music|2349460|6.1|http://akas.imdb.com/title/tt2349460/|39|2349460|PG|2530
The Sapphires|$2,450,867|$38,372|126|2013|Short,Action,Fantasy|2668508|7.0|http://akas.imdb.com/title/tt2668508/|NA|2668508|NA|10
I'm In Love With a Church Girl|$2,387,730|$971,826|458|2013|Drama,Romance|1618432|4.5|http://akas.imdb.com/title/tt1618432/|23|1618432|PG|1119
No (2013)|$2,343,664|$71,742|99|2013|Crime,Mystery,Thriller|1670345|7.3|http://akas.imdb.com/title/tt1670345/|50|1670345|PG-13|427268
Trance|$2,328,743|$131,145|443|2013|Crime,Drama,Mystery,Thriller|1924429|7.0|http://akas.imdb.com/title/tt1924429/|61|1924429|R|91536
The East|$2,301,839|$77,031|195|2013|Drama,Thriller|1869716|6.9|http://akas.imdb.com/title/tt1869716/|68|1869716|PG-13|41283
The Christmas Candle|$2,258,620|$68,655|392|2013|Drama,Family|2739338|5.8|http://akas.imdb.com/title/tt2739338/|33|2739338|PG|833
Blue Is the Warmest Color|$2,199,787|$100,316|142|2013|Drama,Romance|2278871|7.8|http://akas.imdb.com/title/tt2278871/|88|2278871|NC-17|89778
Oldboy (2013)|$2,193,658|$885,382|583|2013|Action,Drama,Mystery,Thriller|1321511|5.8|http://akas.imdb.com/title/tt1321511/|49|1321511|R|50148
Krrish 3|$2,191,534|$1,049,560|208|2013|Action,Romance,Sci-Fi|1029231|5.4|http://akas.imdb.com/title/tt1029231/|NA|1029231|NA|15403
Austenland|$2,159,041|$40,662|274|2013|Comedy,Romance|1985019|6.3|http://akas.imdb.com/title/tt1985019/|42|1985019|PG-13|14565
The Saratov Approach|$2,146,999|$137,226|84|2013|Action,Drama|2887322|5.6|http://akas.imdb.com/title/tt2887322/|NA|2887322|PG-13|1719
2013 Oscar Nominated Short Films|$2,142,342|$371,605|266|2013|Drama|2691580|6.9|http://akas.imdb.com/title/tt2691580/|NA|2691580|NA|185
Blackfish|$2,073,582|$75,962|99|2013|Documentary,Drama|2545118|8.1|http://akas.imdb.com/title/tt2545118/|83|2545118|PG-13|44059
Girl Rising|$1,727,259|$81,640|170|2013|Documentary|2444946|7.3|http://akas.imdb.com/title/tt2444946/|59|2444946|PG-13|875
The Attack|$1,720,325|$27,379|55|2013|Action,Drama,History,Thriller,War|2635622|6.8|http://akas.imdb.com/title/tt2635622/|NA|2635622|NA|3179
Stoker|$1,714,221|$160,547|275|2013|Drama,Thriller|1682180|6.8|http://akas.imdb.com/title/tt1682180/|58|1682180|R|83626
Bhaag Milkha Bhaag|$1,636,731|$647,112|140|2013|Action,Biography,Drama,History,Sport|2356180|8.3|http://akas.imdb.com/title/tt2356180/|NA|2356180|NA|39731
Race 2|$1,579,940|$884,757|153|2013|Action,Crime,Thriller|1375789|5.3|http://akas.imdb.com/title/tt1375789/|NA|1375789|NA|9727
Bless Me Ultima|$1,553,826|$470,109|263|2013|Drama,War|1390398|6.5|http://akas.imdb.com/title/tt1390398/|65|1390398|PG-13|1014
Kon-Tiki|$1,517,410|$22,168|75|2013|Action,Comedy,Drama|3042926|7.4|http://akas.imdb.com/title/tt3042926/|NA|3042926|NA|5647
Disconnect|$1,436,900|$124,000|180|2013|Short,Action,Comedy,Drama|3668454|NA|http://akas.imdb.com/title/tt3668454/|NA|3668454|NA|NA
I'm So Excited|$1,368,119|$97,328|99|2013|Comedy|2243389|5.6|http://akas.imdb.com/title/tt2243389/|55|2243389|R|16607
American Sniper|$350,126,372|$633,456|3,885|2014|Action,Biography,Drama,History,Thriller,War|2179136|7.3|http://akas.imdb.com/title/tt2179136/|72|2179136|R|317735
The Hunger Games: Mockingjay - Part 1|$337,135,885|$121,897,634|4,151|2014|Adventure,Sci-Fi,Thriller|1951265|6.7|http://akas.imdb.com/title/tt1951265/|64|1951265|PG-13|297557
Guardians of the Galaxy|$333,176,600|$94,320,883|4,088|2014|Action,Adventure,Sci-Fi|2015381|8.1|http://akas.imdb.com/title/tt2015381/|76|2015381|PG-13|661977
Captain America: The Winter Soldier|$259,766,572|$95,023,721|3,938|2014|Action,Adventure,Sci-Fi|1843866|7.8|http://akas.imdb.com/title/tt1843866/|70|1843866|PG-13|483579
The LEGO Movie|$257,760,692|$69,050,279|3,890|2014|Animation,Action,Adventure,Comedy,Family,Fantasy|1490017|7.8|http://akas.imdb.com/title/tt1490017/|83|1490017|PG|242604
The Hobbit: The Battle of the Five Armies|$255,119,788|$54,724,334|3,875|2014|Adventure,Fantasy|2310332|7.5|http://akas.imdb.com/title/tt2310332/|59|2310332|PG-13|346129
Transformers: Age of Extinction|$245,439,076|$100,038,390|4,233|2014|Action,Adventure,Sci-Fi|2109248|5.7|http://akas.imdb.com/title/tt2109248/|32|2109248|PG-13|238587
Maleficent|$241,410,378|$69,431,298|3,948|2014|Action,Adventure,Family,Fantasy,Romance|1587310|7.0|http://akas.imdb.com/title/tt1587310/|56|1587310|PG|248196
X-Men: Days of Future Past|$233,921,534|$90,823,660|4,001|2014|Action,Adventure,Sci-Fi,Thriller|1877832|8.0|http://akas.imdb.com/title/tt1877832/|74|1877832|PG-|502114
Big Hero 6|$222,527,828|$56,215,889|3,773|2014|Animation,Action,Adventure,Comedy,Family,Sci-Fi|2245084|7.9|http://akas.imdb.com/title/tt2245084/|74|2245084|PG|268807
Dawn of the Planet of the Apes|$208,545,589|$72,611,427|3,969|2014|Action,Adventure,Drama,Sci-Fi|2103281|7.6|http://akas.imdb.com/title/tt2103281/|79|2103281|PG-13|312342
The Amazing Spider-Man 2|$202,853,933|$91,608,337|4,324|2014|Action,Adventure,Fantasy,Sci-Fi|1872181|6.8|http://akas.imdb.com/title/tt1872181/|53|1872181|PG-13|315593
Godzilla (2014)|$200,676,069|$93,188,384|3,952|2014|Action,Adventure,Sci-Fi,Thriller|0831387|6.5|http://akas.imdb.com/title/tt0831387/|62|0831387|PG-13|298501
22 Jump Street|$191,719,337|$57,071,445|3,426|2014|Action,Comedy,Crime|2294449|7.1|http://akas.imdb.com/title/tt2294449/|71|2294449|R|252002
Teenage Mutant Ninja Turtles (2014)|$191,204,754|$65,575,105|3,980|2014|Action,Adventure,Comedy,Fantasy,Sci-Fi|1291150|5.9|http://akas.imdb.com/title/tt1291150/|31|1291150|PG-13|162634
Interstellar|$188,020,017|$47,510,360|3,561|2014|Adventure,Drama,Sci-Fi|0816692|8.6|http://akas.imdb.com/title/tt0816692/|74|0816692|PG-13|901793
How to Train Your Dragon 2|$177,002,924|$49,451,322|4,268|2014|Animation,Action,Adventure,Comedy,Family,Fantasy|1646971|7.9|http://akas.imdb.com/title/tt1646971/|76|1646971|PG|216531
Gone Girl|$167,767,189|$37,513,109|3,284|2014|Crime,Drama,Mystery,Thriller|2267998|8.1|http://akas.imdb.com/title/tt2267998/|79|2267998|R|555206
Divergent|$150,947,895|$54,607,747|3,936|2014|Adventure,Mystery,Sci-Fi|1840309|6.7|http://akas.imdb.com/title/tt1840309/|48|1840309|PG-13|334170
Neighbors|$150,157,400|$49,033,915|3,311|2014|Comedy|2004420|6.4|http://akas.imdb.com/title/tt2004420/|68|2004420|R|210935
Ride Along|$134,938,200|$41,516,170|2,867|2014|Action,Comedy,Crime,Romance|1408253|6.2|http://akas.imdb.com/title/tt1408253/|41|1408253|PG-13|73230
Rio 2|$131,538,435|$39,327,869|3,975|2014|Animation,Adventure,Comedy,Family,Musical|2357291|6.4|http://akas.imdb.com/title/tt2357291/|49|2357291|NA|57102
Into the Woods|$128,002,372|$31,051,923|2,833|2014|Adventure,Fantasy,Musical|2180411|6.0|http://akas.imdb.com/title/tt2180411/|69|2180411|PG|98869
Lucy|$126,663,600|$43,899,340|3,202|2014|Action,Sci-Fi,Thriller|2872732|6.4|http://akas.imdb.com/title/tt2872732/|61|2872732|R|321623
The Fault in our Stars|$124,872,350|$48,002,523|3,340|2014|Drama,Romance|2582846|7.8|http://akas.imdb.com/title/tt2582846/|69|2582846|PG-13|242803
Unbroken|$115,637,895|$30,621,445|3,301|2014|Biography,Drama,Sport,War|1809398|7.2|http://akas.imdb.com/title/tt1809398/|59|1809398|PG-13|100895
Night at the Museum: Secret of the Tomb|$113,746,621|$17,100,520|3,914|2014|Adventure,Comedy,Family,Fantasy|2692250|6.2|http://akas.imdb.com/title/tt2692250/|47|2692250|PG|65260
Mr. Peabody & Sherman|$111,506,430|$32,207,057|3,951|2014|Animation,Adventure,Comedy,Family,Sci-Fi|0864835|6.9|http://akas.imdb.com/title/tt0864835/|59|0864835|PG|47058
300: Rise of An Empire|$106,580,051|$45,038,460|3,490|2014|Action,Drama,Fantasy,War|1253863|6.2|http://akas.imdb.com/title/tt1253863/|48|1253863|R|221817
The Maze Runner|$102,427,862|$32,512,804|3,638|2014|Action,Mystery,Sci-Fi,Thriller|1790864|6.8|http://akas.imdb.com/title/tt1790864/|56|1790864|PG-13|303627
The Equalizer|$101,530,738|$34,137,828|3,236|2014|Action,Crime,Thriller|0455944|7.2|http://akas.imdb.com/title/tt0455944/|57|0455944|R|224591
Noah|$101,200,044|$43,720,472|3,571|2014|Action,Adventure,Drama|1959490|5.8|http://akas.imdb.com/title/tt1959490/|68|1959490|PG-13|197753
Edge of Tomorrow|$100,206,256|$28,760,246|3,505|2014|Action,Adventure,Sci-Fi|1631867|7.9|http://akas.imdb.com/title/tt1631867/|71|1631867|PG-13|421870
