title|gross|opening|theaters|year|genres|imdbid|imdbrating|imdburl|metascore|movieid|mpaarating|nvotes
Groove|$1,115,313|$55,946|50|2000|Drama,Music|0212974|6.5|http://akas.imdb.com/title/tt0212974/|54|0212974|R|3548
The Cup|$1,079,108|$35,179|42|2000|Drama,Sport|0193854|6.3|http://akas.imdb.com/title/tt0193854/|66|0193854|R|1799
Mohabbatein|$1,070,000|$570,000|53|2000|Musical,Drama,Romance|0213890|7.1|http://akas.imdb.com/title/tt0213890/|NA|0213890|NA|17718
Time Code|$1,057,750|$93,148|130|2000|Drama|0220100|6.2|http://akas.imdb.com/title/tt0220100/|65|0220100|R|5854
Harry Potter and the Sorcerer's Stone|$317,575,550|$90,294,621|3,672|2001|Adventure,Family,Fantasy|0241527|7.5|http://akas.imdb.com/title/tt0241527/|64|0241527|PG|437378
The Lord of the Rings: The Fellowship of the Ring|$313,364,114|$47,211,490|3,381|2001|Adventure,Drama,Fantasy|0120737|8.8|http://akas.imdb.com/title/tt0120737/|92|0120737|PG-13|1220173
Shrek|$267,665,011|$42,347,760|3,715|2001|Animation,Adventure,Comedy,Family,Fantasy|0126029|7.9|http://akas.imdb.com/title/tt0126029/|84|0126029|PG|459706
Monsters, Inc.|$255,873,250|$62,577,067|3,649|2001|Animation,Adventure,Comedy,Family,Fantasy|0198781|8.1|http://akas.imdb.com/title/tt0198781/|78|0198781|NA|572898
Rush Hour 2|$226,164,286|$67,408,222|3,118|2001|Action,Comedy,Crime,Thriller|0266915|6.6|http://akas.imdb.com/title/tt0266915/|48|0266915|PG-13|158598
The Mummy Returns|$202,019,785|$68,139,035|3,553|2001|Action,Adventure,Fantasy,Thriller|0209163|6.3|http://akas.imdb.com/title/tt0209163/|48|0209163|PG-13|245654
Pearl Harbor|$198,542,554|$59,078,912|3,255|2001|Action,Drama,History,Romance,War|0213149|6.0|http://akas.imdb.com/title/tt0213149/|44|0213149|PG-13|251158
Ocean's Eleven|$183,417,150|$38,107,822|3,075|2001|Crime,Thriller|0240772|7.8|http://akas.imdb.com/title/tt0240772/|74|0240772|PG-13|397244
Jurassic Park III|$181,171,875|$50,771,645|3,462|2001|Action,Adventure,Sci-Fi,Thriller|0163025|5.9|http://akas.imdb.com/title/tt0163025/|42|0163025|PG-13|215389
Planet of the Apes (2001)|$180,011,740|$68,532,960|3,530|2001|Action,Adventure,Sci-Fi,Thriller|0133152|5.7|http://akas.imdb.com/title/tt0133152/|50|0133152|PG-13|176473
A Beautiful Mind|$170,742,341|$367,151|2,250|2001|Biography,Drama|0268978|8.2|http://akas.imdb.com/title/tt0268978/|72|0268978|PG-13|599147
Hannibal|$165,092,268|$58,003,121|3,292|2001|Crime,Drama,Thriller|0212985|6.8|http://akas.imdb.com/title/tt0212985/|57|0212985|R|206629
American Pie 2|$145,103,595|$45,117,985|3,157|2001|Comedy|0252866|6.4|http://akas.imdb.com/title/tt0252866/|43|0252866|R|198348
The Fast and the Furious|$144,533,925|$40,089,015|2,899|2001|Action,Crime,Thriller|0232500|6.7|http://akas.imdb.com/title/tt0232500/|58|0232500|PG-13|268418
Lara Croft: Tomb Raider|$131,168,070|$47,735,743|3,349|2001|Action,Adventure,Fantasy,Thriller|0146316|5.7|http://akas.imdb.com/title/tt0146316/|33|0146316|PG-13|155281
Dr. Dolittle 2|$112,952,899|$25,037,039|3,053|2001|Comedy,Family,Fantasy|0240462|4.6|http://akas.imdb.com/title/tt0240462/|49|0240462|PG|33522
Spy Kids|$112,719,001|$26,546,881|3,191|2001|Action,Adventure,Comedy,Family,Sci-Fi|0227538|5.4|http://akas.imdb.com/title/tt0227538/|71|0227538|PG|83197
Black Hawk Down|$108,638,745|$179,823|3,143|2001|Drama,History,War|0265086|7.7|http://akas.imdb.com/title/tt0265086/|74|0265086|R|288414
The Princess Diaries|$108,248,956|$22,862,269|2,749|2001|Comedy,Family,Romance|0247638|6.2|http://akas.imdb.com/title/tt0247638/|52|0247638|NA|91834
Vanilla Sky|$100,618,344|$25,015,518|2,842|2001|Fantasy,Mystery,Romance,Sci-Fi,Thriller|0259711|6.9|http://akas.imdb.com/title/tt0259711/|45|0259711|R|205083
The Others|$96,522,687|$14,089,952|2,843|2001|Fantasy,Horror,Thriller|0230600|7.6|http://akas.imdb.com/title/tt0230600/|74|0230600|PG-13|265411
Legally Blonde|$96,520,674|$20,377,426|2,725|2001|Comedy,Romance|0250494|6.2|http://akas.imdb.com/title/tt0250494/|59|0250494|PG-13|128913
America's Sweethearts|$93,607,673|$30,181,877|3,011|2001|Comedy,Romance|0265029|5.7|http://akas.imdb.com/title/tt0265029/|44|0265029|PG-13|47238
Cats & Dogs|$93,385,515|$21,707,617|3,040|2001|Action,Comedy,Family,Fantasy|0239395|5.2|http://akas.imdb.com/title/tt0239395/|47|0239395|PG|45498
Save the Last Dance|$91,057,006|$23,444,930|2,570|2001|Drama,Music,Romance|0206275|6.1|http://akas.imdb.com/title/tt0206275/|53|0206275|PG-13|47368
Atlantis: The Lost Empire|$84,056,472|$329,011|3,071|2001|Animation,Action,Adventure,Family,Fantasy,Sci-Fi|0230011|6.8|http://akas.imdb.com/title/tt0230011/|52|0230011|PG|71243
Jimmy Neutron: Boy Genius|$80,936,232|$13,832,786|3,151|2001|Animation,Action,Adventure,Comedy,Family,Sci-Fi|0268397|6.0|http://akas.imdb.com/title/tt0268397/|65|0268397|NA|23585
A.I. Artificial Intelligence|$78,616,689|$29,352,630|3,242|2001|Adventure,Drama,Sci-Fi|0212720|7.1|http://akas.imdb.com/title/tt0212720/|65|0212720|PG-13|236006
Training Day|$76,631,907|$22,550,788|2,712|2001|Crime,Drama,Thriller|0139654|7.7|http://akas.imdb.com/title/tt0139654/|70|0139654|R|302136
Along Came a Spider|$74,078,174|$16,712,407|2,573|2001|Crime,Drama,Thriller|0164334|6.3|http://akas.imdb.com/title/tt0164334/|42|0164334|R|58458
Bridget Jones's Diary|$71,543,427|$10,733,933|2,547|2001|Comedy,Drama,Romance|0243155|6.7|http://akas.imdb.com/title/tt0243155/|66|0243155|R|169323
Scary Movie 2|$71,308,997|$20,503,356|3,220|2001|Comedy|0257106|5.2|http://akas.imdb.com/title/tt0257106/|29|0257106|R|118222
The Score|$71,107,711|$19,018,807|2,211|2001|Crime,Drama,Thriller|0227445|6.8|http://akas.imdb.com/title/tt0227445/|71|0227445|R|101056
Shallow Hal|$70,839,203|$22,518,295|2,799|2001|Comedy,Drama,Fantasy,Romance|0256380|5.9|http://akas.imdb.com/title/tt0256380/|48|0256380|PG-13|108443
Swordfish|$69,772,969|$18,145,632|2,688|2001|Action,Crime,Thriller|0244244|6.5|http://akas.imdb.com/title/tt0244244/|32|0244244|R|154384
The Mexican|$66,845,033|$20,108,829|3,162|2001|Adventure,Comedy,Crime,Romance|0236493|6.1|http://akas.imdb.com/title/tt0236493/|43|0236493|R|86642
Down to Earth|$64,186,502|$17,268,883|2,521|2001|Comedy,Fantasy|0231775|5.4|http://akas.imdb.com/title/tt0231775/|32|0231775|PG-13|18940
Spy Game|$62,362,560|$21,689,125|2,770|2001|Action,Crime,Thriller|0266987|7.0|http://akas.imdb.com/title/tt0266987/|63|0266987|R|120067
The Wedding Planner|$60,400,856|$13,510,293|2,785|2001|Comedy,Romance|0209475|5.2|http://akas.imdb.com/title/tt0209475/|33|0209475|PG-13|60543
Behind Enemy Lines|$58,856,790|$18,736,133|2,844|2001|Action,War,Drama,Thriller|0159273|6.4|http://akas.imdb.com/title/tt0159273/|49|0159273|PG-13|86081
Ali|$58,203,105|$14,710,892|2,521|2001|Biography,Drama,Sport|0248667|6.8|http://akas.imdb.com/title/tt0248667/|65|0248667|R|77399
The Animal|$57,743,062|$19,610,520|2,788|2001|Comedy,Sci-Fi|0255798|4.8|http://akas.imdb.com/title/tt0255798/|43|0255798|PG-13|46938
Moulin Rouge!|$57,386,607|$167,540|2,283|2001|Drama,Musical,Romance|0203009|7.6|http://akas.imdb.com/title/tt0203009/|66|0203009|PG-13|222064
Rat Race|$56,618,055|$11,662,094|2,551|2001|Adventure,Comedy|0250687|6.4|http://akas.imdb.com/title/tt0250687/|52|0250687|PG-13|92734
A Knight's Tale|$56,569,702|$16,511,391|2,980|2001|Action,Adventure,Romance|0183790|6.9|http://akas.imdb.com/title/tt0183790/|54|0183790|PG-13|135482
Don't Say a Word|$55,001,642|$17,090,474|2,842|2001|Crime,Drama,Mystery,Thriller|0260866|6.3|http://akas.imdb.com/title/tt0260866/|38|0260866|R|39990
Blow|$52,990,775|$12,443,461|2,249|2001|Biography,Crime,Drama|0221027|7.6|http://akas.imdb.com/title/tt0221027/|52|0221027|R|196246
The Royal Tenenbaums|$52,364,010|$276,981|999|2001|Comedy,Drama|0265666|7.6|http://akas.imdb.com/title/tt0265666/|75|0265666|R|206524
Exit Wounds|$51,758,599|$18,485,586|2,830|2001|Action,Comedy,Crime,Drama,Thriller|0242445|5.5|http://akas.imdb.com/title/tt0242445/|39|0242445|R|27351
Enemy at the Gates|$51,401,758|$13,810,266|1,724|2001|Drama,History,War|0215750|7.6|http://akas.imdb.com/title/tt0215750/|53|0215750|R|186428
K-PAX|$50,338,485|$17,215,275|2,581|2001|Drama,Mystery,Sci-Fi|0272152|7.4|http://akas.imdb.com/title/tt0272152/|49|0272152|PG-13|146778
Serendipity|$50,294,317|$13,309,241|2,610|2001|Comedy,Romance|0240890|6.9|http://akas.imdb.com/title/tt0240890/|52|0240890|PG-13|84548
Kate and Leopold|$47,121,859|$9,725,408|2,467|2001|Comedy,Fantasy,Romance|0035423|6.4|http://akas.imdb.com/title/tt0035423/|44|0035423|PG-13|63811
Domestic Disturbance|$45,246,095|$14,033,112|2,910|2001|Crime,Mystery,Thriller|0249478|5.5|http://akas.imdb.com/title/tt0249478/|29|0249478|PG-13|21140
Zoolander|$45,172,250|$15,525,043|2,522|2001|Comedy|0196229|6.6|http://akas.imdb.com/title/tt0196229/|61|0196229|PG-13|197990
The One|$43,905,746|$19,112,404|2,894|2001|Action,Sci-Fi,Thriller|0267804|5.9|http://akas.imdb.com/title/tt0267804/|25|0267804|PG-13|77131
Thirteen Ghosts|$41,867,960|$15,165,355|2,781|2001|Horror|0245674|5.5|http://akas.imdb.com/title/tt0245674/|30|0245674|R|64800
Bandits|$41,575,141|$13,050,700|3,207|2001|Comedy,Crime,Drama,Romance|0219965|6.6|http://akas.imdb.com/title/tt0219965/|60|0219965|PG-13|56617
Gosford Park|$41,308,615|$241,219|918|2001|Drama,Mystery|0280707|7.3|http://akas.imdb.com/title/tt0280707/|90|0280707|R|64639
Heartbreakers|$40,336,607|$11,801,323|2,751|2001|Comedy,Crime,Romance|0125022|6.2|http://akas.imdb.com/title/tt0125022/|47|0125022|PG-13|43886
I Am Sam|$40,311,852|$41,779|1,450|2001|Drama|0277027|7.6|http://akas.imdb.com/title/tt0277027/|28|0277027|PG-13|120870
Hardball|$40,222,729|$9,386,342|2,314|2001|Drama,Sport|0180734|6.3|http://akas.imdb.com/title/tt0180734/|48|0180734|PG-13|22421
Evolution|$38,345,494|$13,408,351|2,613|2001|Comedy,Sci-Fi|0251075|6.0|http://akas.imdb.com/title/tt0251075/|40|0251075|PG-13|101519
Not Another Teen Movie|$38,252,284|$12,615,116|2,365|2001|Comedy|0277371|5.7|http://akas.imdb.com/title/tt0277371/|32|0277371|R|79399
Jeepers Creepers|$37,904,175|$13,106,108|2,944|2001|Horror|0263488|6.1|http://akas.imdb.com/title/tt0263488/|49|0263488|R|85315
Kiss of the Dragon|$36,845,124|$13,304,027|2,100|2001|Action,Crime,Drama,Thriller|0271027|6.6|http://akas.imdb.com/title/tt0271027/|58|0271027|R|52754
Recess: School's Out|$36,706,141|$10,065,873|2,630|2001|Animation,Family,Comedy,Mystery,Sci-Fi|0265632|6.5|http://akas.imdb.com/title/tt0265632/|43|0265632|NA|6669
In the Bedroom|$35,930,604|$93,972|1,103|2001|Crime,Drama|0247425|7.5|http://akas.imdb.com/title/tt0247425/|86|0247425|R|32200
Black Knight|$33,426,971|$11,102,948|2,571|2001|Adventure,Comedy,Fantasy|0265087|4.8|http://akas.imdb.com/title/tt0265087/|32|0265087|PG-13|30420
See Spot Run|$33,357,476|$9,715,102|2,656|2001|Action,Comedy,Crime,Family|0250720|5.4|http://akas.imdb.com/title/tt0250720/|24|0250720|PG|7337
Amelie|$33,225,499|$136,470|303|2001|Comedy,Romance|0211915|8.4|http://akas.imdb.com/title/tt0211915/|69|0211915|R|526020
Driven|$32,720,065|$12,174,504|2,905|2001|Action,Drama,Sport|0132245|4.5|http://akas.imdb.com/title/tt0132245/|29|0132245|PG-13|34221
What's the Worst That Could Happen?|$32,269,834|$13,049,114|2,675|2001|Comedy,Crime|0161083|5.5|http://akas.imdb.com/title/tt0161083/|37|0161083|PG-13|12329
Final Fantasy: The Spirits Within|$32,131,830|$11,408,853|2,649|2001|Animation,Action,Adventure,Fantasy,Romance,Sci-Fi|0173840|6.4|http://akas.imdb.com/title/tt0173840/|49|0173840|PG-13|71543
From Hell|$31,602,566|$11,014,818|2,334|2001|Mystery,Thriller|0120681|6.8|http://akas.imdb.com/title/tt0120681/|54|0120681|R|123548
Monster's Ball|$31,273,922|$110,552|714|2001|Drama,Romance|0285742|7.1|http://akas.imdb.com/title/tt0285742/|69|0285742|R|71047
How High|$31,178,740|$7,102,260|1,273|2001|Comedy,Fantasy|0278488|6.2|http://akas.imdb.com/title/tt0278488/|29|0278488|R|42147
Riding in Cars with Boys|$30,165,536|$10,404,652|2,770|2001|Biography,Comedy,Drama|0200027|6.4|http://akas.imdb.com/title/tt0200027/|43|0200027|PG-13|22187
Jay and Silent Bob Strike Back|$30,085,147|$11,018,543|2,765|2001|Comedy|0261392|6.9|http://akas.imdb.com/title/tt0261392/|51|0261392|R|127499
Double Take|$29,831,583|$11,736,236|1,631|2001|Action,Comedy,Crime,Thriller|0238948|5.3|http://akas.imdb.com/title/tt0238948/|25|0238948|PG-13|5382
Baby Boy|$28,734,552|$8,606,403|1,533|2001|Comedy,Crime,Drama,Romance,Thriller|0255819|6.4|http://akas.imdb.com/title/tt0255819/|55|0255819|R|9401
The Majestic|$27,807,266|$4,904,339|2,361|2001|Drama,Romance|0268995|6.9|http://akas.imdb.com/title/tt0268995/|27|0268995|PG|44716
The Brothers|$27,457,409|$10,302,846|1,378|2001|Comedy,Drama|0250274|6.3|http://akas.imdb.com/title/tt0250274/|50|0250274|R|3148
Someone Like You|$27,343,067|$10,010,600|2,349|2001|Comedy,Romance|0244970|6.1|http://akas.imdb.com/title/tt0244970/|32|0244970|PG-13|19527
Joe Dirt|$27,087,695|$8,016,008|2,638|2001|Adventure,Comedy,Drama|0245686|5.9|http://akas.imdb.com/title/tt0245686/|20|0245686|PG-13|41143
The Musketeer|$27,073,640|$10,312,740|2,500|2001|Action,Adventure,Romance|0246544|4.7|http://akas.imdb.com/title/tt0246544/|27|0246544|PG-13|12798
Crocodile Dundee in Los Angeles|$25,635,682|$7,714,362|2,166|2001|Adventure,Comedy,Crime|0231402|4.8|http://akas.imdb.com/title/tt0231402/|37|0231402|PG|19513
Captain Corelli's Mandolin|$25,543,895|$7,209,345|1,612|2001|Drama,Music,Romance,War|0238112|5.9|http://akas.imdb.com/title/tt0238112/|36|0238112|R|27931
Sweet November|$25,288,103|$9,733,954|2,268|2001|Drama,Romance|0230838|6.7|http://akas.imdb.com/title/tt0230838/|27|0230838|PG-13|69537
15 Minutes|$24,403,552|$10,523,154|2,337|2001|Action,Crime,Drama,Thriller|0179626|6.1|http://akas.imdb.com/title/tt0179626/|34|0179626|R|42259
Hearts in Atlantis|$24,185,781|$9,021,494|2,010|2001|Drama,Mystery|0252501|6.9|http://akas.imdb.com/title/tt0252501/|55|0252501|PG-13|29959
Angel Eyes|$24,174,218|$9,225,575|2,407|2001|Drama,Romance|0225071|5.6|http://akas.imdb.com/title/tt0225071/|39|0225071|R|19558
Corky Romano|$23,980,304|$9,023,173|2,094|2001|Comedy,Crime|0250310|4.6|http://akas.imdb.com/title/tt0250310/|20|0250310|PG-13|10892
Heist|$23,510,841|$7,823,521|1,891|2001|Action,Crime,Drama,Thriller|0252503|6.5|http://akas.imdb.com/title/tt0252503/|66|0252503|R|27882
Kingdom Come|$23,249,649|$7,562,284|1,111|2001|Comedy,Drama,Family|0246002|5.6|http://akas.imdb.com/title/tt0246002/|48|0246002|PG|1766
Joe Somebody|$22,771,646|$3,553,725|2,517|2001|Comedy,Drama|0279889|5.5|http://akas.imdb.com/title/tt0279889/|42|0279889|PG|8349
Two Can Play That Game|$22,235,901|$7,720,942|1,308|2001|Comedy,Romance|0269341|6.1|http://akas.imdb.com/title/tt0269341/|35|0269341|R|4299
Joy Ride|$21,974,919|$7,347,259|2,522|2001|Mystery,Thriller|0206314|6.6|http://akas.imdb.com/title/tt0206314/|75|0206314|R|52886
Valentine|$20,384,136|$10,024,648|2,310|2001|Horror,Thriller|0242998|4.7|http://akas.imdb.com/title/tt0242998/|18|0242998|R|20323
Summer Catch|$19,753,553|$7,018,593|2,335|2001|Comedy,Drama,Romance,Sport|0234829|4.9|http://akas.imdb.com/title/tt0234829/|21|0234829|PG-13|12880
The Pledge|$19,733,089|$5,765,347|1,410|2001|Crime,Drama,Mystery,Thriller|0237572|6.8|http://akas.imdb.com/title/tt0237572/|71|0237572|R|42289
Saving Silverman|$19,402,030|$7,411,852|2,467|2001|Comedy,Crime,Romance|0239948|5.9|http://akas.imdb.com/title/tt0239948/|22|0239948|R|33034
The Last Castle|$18,244,060|$7,088,213|2,270|2001|Action,Drama,Thriller|0272020|6.9|http://akas.imdb.com/title/tt0272020/|43|0272020|R|56522
The Glass House|$18,150,259|$5,738,448|1,601|2001|Crime,Drama,Mystery,Thriller|0221218|5.8|http://akas.imdb.com/title/tt0221218/|34|0221218|PG-13|25197
Max Keeble's Big Move|$17,294,293|$5,377,958|2,045|2001|Comedy,Crime,Family|0273799|5.3|http://akas.imdb.com/title/tt0273799/|40|0273799|PG|5708
Rock Star|$17,008,282|$6,018,636|2,525|2001|Comedy,Drama,Music|0202470|6.2|http://akas.imdb.com/title/tt0202470/|54|0202470|R|34324
crazy/beautiful|$16,937,988|$4,715,060|1,603|2001|Drama,Romance|0250224|6.5|http://akas.imdb.com/title/tt0250224/|61|0250224|PG-13|21246
Original Sin|$16,534,221|$6,402,741|2,194|2001|Drama,Mystery,Romance,Thriller|0218922|6.0|http://akas.imdb.com/title/tt0218922/|33|0218922|R|44459
O|$16,025,437|$5,655,658|1,464|2001|Drama,Romance,Thriller|0184791|6.2|http://akas.imdb.com/title/tt0184791/|53|0184791|R|17240
3000 Miles to Graceland|$15,749,959|$7,160,521|2,545|2001|Action,Comedy,Crime,Thriller|0233142|5.9|http://akas.imdb.com/title/tt0233142/|21|0233142|R|37820
Life as a House|$15,667,270|$294,056|1,288|2001|Drama|0264796|7.5|http://akas.imdb.com/title/tt0264796/|45|0264796|R|38882
Shackleton's Antarctic Adventure (IMAX)|$15,553,324|$132,548|26|2001|Documentary,Short|0280105|7.8|http://akas.imdb.com/title/tt0280105/|NA|0280105|NA|375
Josie and the Pussycats|$14,271,015|$4,562,455|2,558|2001|Comedy,Music|0236348|5.3|http://akas.imdb.com/title/tt0236348/|47|0236348|PG-13|18757
Freddy Got Fingered|$14,254,993|$7,098,459|2,271|2001|Comedy|0240515|4.5|http://akas.imdb.com/title/tt0240515/|13|0240515|R|39509
Out Cold|$13,906,394|$4,531,665|2,011|2001|Comedy,Sport|0253798|6.3|http://akas.imdb.com/title/tt0253798/|22|0253798|PG-13|14574
The Tailor of Panama|$13,729,742|$1,837,068|441|2001|Drama,Thriller|0236784|6.1|http://akas.imdb.com/title/tt0236784/|66|0236784|R|23517
Haunted Castle (IMAX)|$13,651,656|$31,858|10|2001|Animation,Short,Horror,Thriller|0278475|5.2|http://akas.imdb.com/title/tt0278475/|NA|0278475|PG|415
Osmosis Jones|$13,596,911|$5,271,248|2,305|2001|Animation,Action,Adventure,Comedy,Crime,Family,Fantasy|0181739|6.2|http://akas.imdb.com/title/tt0181739/|57|0181739|PG|25241
Tomcats|$13,558,739|$6,406,076|2,617|2001|Comedy|0246989|5.3|http://akas.imdb.com/title/tt0246989/|15|0246989|R|15343
American Outlaws|$13,342,790|$4,855,475|2,348|2001|Action,Western|0244000|6.0|http://akas.imdb.com/title/tt0244000/|25|0244000|PG-13|12011
Sugar & Spice|$13,305,101|$5,891,176|2,150|2001|Comedy,Crime|0186589|5.6|http://akas.imdb.com/title/tt0186589/|48|0186589|PG-13|11448
Get Over It|$11,576,464|$4,134,977|1,742|2001|Comedy,Romance|0192071|5.8|http://akas.imdb.com/title/tt0192071/|52|0192071|PG-13|15510
The Shipping News|$11,434,216|$1,205,174|434|2001|Drama|0120824|6.8|http://akas.imdb.com/title/tt0120824/|47|0120824|R|28268
Antitrust|$11,328,094|$5,486,209|2,433|2001|Action,Crime,Drama,Thriller|0218817|6.1|http://akas.imdb.com/title/tt0218817/|31|0218817|PG-13|25407
Head Over Heels|$10,424,470|$4,804,595|2,363|2001|Comedy,Mystery,Romance|0192111|5.3|http://akas.imdb.com/title/tt0192111/|27|0192111|PG-13|11596
The Wash|$10,097,538|$2,875,067|749|2001|Comedy|0290332|4.6|http://akas.imdb.com/title/tt0290332/|18|0290332|NA|5560
The Deep End|$8,823,109|$141,852|412|2001|Crime,Drama,Mystery,Thriller|0250323|6.7|http://akas.imdb.com/title/tt0250323/|78|0250323|R|9700
John Carpenter's Ghosts of Mars|$8,709,640|$3,804,452|2,048|2001|Action,Horror,Sci-Fi|0228333|4.9|http://akas.imdb.com/title/tt0228333/|35|0228333|R|42551
The Curse of the Jade Scorpion|$7,517,191|$2,459,315|909|2001|Comedy,Crime,Mystery|0256524|6.8|http://akas.imdb.com/title/tt0256524/|52|0256524|PG-13|31492
The Man Who Wasn't There|$7,504,257|$664,404|259|2001|Crime,Drama|0243133|7.6|http://akas.imdb.com/title/tt0243133/|73|0243133|R|85225
Bones|$7,316,658|$2,823,548|847|2001|Crime,Horror|0166110|4.0|http://akas.imdb.com/title/tt0166110/|42|0166110|R|5554
The Forsaken|$7,288,451|$3,020,159|1,514|2001|Horror,Thriller|0245120|5.3|http://akas.imdb.com/title/tt0245120/|35|0245120|R|7259
Mulholland Drive|$7,220,243|$587,591|247|2001|Drama,Mystery,Thriller|0166924|8.0|http://akas.imdb.com/title/tt0166924/|81|0166924|R|232754
Town & Country|$6,719,973|$3,029,858|2,222|2001|Comedy,Romance|0141907|4.4|http://akas.imdb.com/title/tt0141907/|34|0141907|R|4079
The Closet (Le Placard)|$6,678,894|$311,022|145|2001|Comedy|0243493|7.1|http://akas.imdb.com/title/tt0243493/|72|0243493|R|13906
One Night at McCool's|$6,290,673|$2,520,041|1,818|2001|Comedy,Crime|0203755|6.1|http://akas.imdb.com/title/tt0203755/|46|0203755|R|25825
Ghost World|$6,217,849|$98,791|128|2001|Comedy,Drama|0162346|7.4|http://akas.imdb.com/title/tt0162346/|88|0162346|R|95180
Megiddo: The Omega Code II|$6,047,691|$1,573,454|353|2001|Action,Adventure,Fantasy,Sci-Fi,Thriller|0263728|4.1|http://akas.imdb.com/title/tt0263728/|35|0263728|PG-13|2240
Iris|$5,594,617|$23,144|220|2001|Biography,Drama,Romance|0280778|7.1|http://akas.imdb.com/title/tt0280778/|76|0280778|NA|14666
Say It Isn't So|$5,520,393|$2,861,903|1,974|2001|Comedy,Romance|0239949|4.9|http://akas.imdb.com/title/tt0239949/|21|0239949|R|11291
Monkeybone|$5,411,999|$2,685,078|1,748|2001|Animation,Comedy,Fantasy|0166276|4.7|http://akas.imdb.com/title/tt0166276/|40|0166276|PG-13|14170
Made|$5,313,300|$118,003|182|2001|Comedy,Crime,Drama,Thriller|0227005|6.4|http://akas.imdb.com/title/tt0227005/|62|0227005|R|14976
Bubble Boy|$5,007,898|$2,038,349|1,605|2001|Adventure,Comedy,Romance,Sci-Fi|0258470|5.6|http://akas.imdb.com/title/tt0258470/|41|0258470|PG-13|25228
Just Visiting|$4,781,539|$2,272,489|1,590|2001|Comedy,Fantasy,Sci-Fi|0189192|5.8|http://akas.imdb.com/title/tt0189192/|38|0189192|PG-13|14960
