imdbid|rating|votes
0424774|5|2048
0424774|6|1360
0424774|7|906
0424774|8|604
0424774|9|285
0424774|10|1945
0403508|1|1043
0403508|2|662
0403508|3|1032
0403508|4|1988
0403508|5|4359
0403508|6|8190
0403508|7|10705
0403508|8|6857
0403508|9|3351
0403508|10|6006
0414387|1|2514
0414387|2|1146
0414387|3|1572
0414387|4|2635
0414387|5|5998
0414387|6|14914
0414387|7|35527
0414387|8|49386
0414387|9|32473
0414387|10|44613
0355295|1|2322
0355295|2|2049
0355295|3|3875
0355295|4|7761
0355295|5|17406
0355295|6|26738
0355295|7|20731
0355295|8|9144
0355295|9|3028
0355295|10|4425
0388500|1|704
0388500|2|435
0388500|3|781
0388500|4|1311
0388500|5|2502
0388500|6|2704
0388500|7|1898
0388500|8|1069
0388500|9|420
0388500|10|1140
0398017|1|878
0398017|2|680
0398017|3|1188
0398017|4|2470
0398017|5|5708
0398017|6|13864
0398017|7|19669
0398017|8|10574
0398017|9|3660
0398017|10|3514
0399201|1|2525
0399201|2|1900
0399201|3|3510
0399201|4|7898
0399201|5|19761
0399201|6|49163
0399201|7|84804
0399201|8|53598
0399201|9|20031
0399201|10|17823
0267891|1|919
0267891|2|881
0267891|3|1411
0267891|4|2572
0267891|5|5237
0267891|6|7787
0267891|7|5910
0267891|8|3045
0267891|9|1101
0267891|10|2270
0340163|1|741
0340163|2|598
0340163|3|1269
0340163|4|3250
0340163|5|9129
0340163|6|24244
0340163|7|31246
0340163|8|14131
0340163|9|4236
0340163|10|4351
0401623|1|37
0401623|2|7
0401623|3|23
0401623|4|31
0401623|5|56
0401623|6|102
0401623|7|188
0401623|8|145
0401623|9|63
0401623|10|140
0387131|1|1026
0387131|2|624
0387131|3|960
0387131|4|1873
0387131|5|4179
0387131|6|11216
0387131|7|28010
0387131|8|35075
0387131|9|16691
0387131|10|10680
0388125|1|706
0388125|2|618
0388125|3|1118
0388125|4|2335
0388125|5|5537
0388125|6|11929
0388125|7|14667
0388125|8|8296
0388125|9|3142
0388125|10|3008
0408524|1|492
0408524|2|354
0408524|3|746
0408524|4|1412
0408524|5|3162
0408524|6|5123
0408524|7|3345
0408524|8|1445
0408524|9|398
0408524|10|879
0418647|1|173
0418647|2|89
0418647|3|152
0418647|4|274
0418647|5|698
0418647|6|1860
0418647|7|2715
0418647|8|1760
0418647|9|815
0418647|10|1389
0317132|1|252
0317132|2|149
0317132|3|212
0317132|4|462
0317132|5|962
0317132|6|1785
0317132|7|1637
0317132|8|1121
0317132|9|507
0317132|10|1239
0433400|1|1366
0433400|2|1404
0433400|3|2503
0433400|4|5141
0433400|5|11359
0433400|6|19542
0433400|7|18412
0433400|8|9990
0433400|9|4357
0433400|10|7051
0382992|1|3135
0382992|2|2477
0382992|3|4016
0382992|4|6371
0382992|5|9269
0382992|6|8792
0382992|7|5417
0382992|8|2647
0382992|9|996
0382992|10|2022
0397065|1|4794
0397065|2|4110
0397065|3|6783
0397065|4|11652
0397065|5|17961
0397065|6|19389
0397065|7|13203
0397065|8|6555
0397065|9|2619
0397065|10|6246
0372532|1|783
0372532|2|799
0372532|3|1357
0372532|4|2597
0372532|5|5680
0372532|6|8896
0372532|7|7496
0372532|8|4503
0372532|9|2078
0372532|10|3495
0433383|1|950
0433383|2|452
0433383|3|717
0433383|4|1281
0433383|5|3101
0433383|6|8276
0433383|7|20653
0433383|8|26191
0433383|9|13245
0433383|10|8686
0399146|1|2741
0399146|2|1260
0399146|3|1926
0399146|4|3539
0399146|5|7723
0399146|6|19933
0399146|7|48746
0399146|8|58840
0399146|9|24797
0399146|10|15135
0430308|1|7409
0430308|2|1414
0430308|3|1734
0430308|4|2620
0430308|5|4444
0430308|6|5373
0430308|7|4409
0430308|8|2515
0430308|9|1004
0430308|10|4400
0432291|1|5798
0432291|2|3905
0432291|3|5052
0432291|4|4679
0432291|5|3972
0432291|6|2301
0432291|7|1300
0432291|8|658
0432291|9|285
0432291|10|1263
0406375|1|1107
0406375|2|1027
0406375|3|1861
0406375|4|4271
0406375|5|10096
0406375|6|18582
0406375|7|15972
0406375|8|7130
0406375|9|2416
0406375|10|4079
0294870|1|1671
0294870|2|725
0294870|3|888
0294870|4|1378
0294870|5|2469
0294870|6|4057
0294870|7|6371
0294870|8|6328
0294870|9|5048
0294870|10|12368
0379725|1|1235
0379725|2|500
0379725|3|807
0379725|4|1570
0379725|5|4034
0379725|6|11133
0379725|7|28271
0379725|8|30309
0379725|9|13420
0379725|10|8111
0419706|1|4239
0419706|2|4157
0419706|3|6927
0419706|4|11228
0419706|5|17916
0419706|6|18345
0419706|7|11944
0419706|8|5567
0419706|9|1987
0419706|10|4990
0329774|1|4898
0329774|2|4582
0329774|3|7155
0329774|4|9779
0329774|5|9984
0329774|6|6626
0329774|7|3575
0329774|8|1659
0329774|9|623
0329774|10|1727
0368709|1|2010
0368709|2|1250
0368709|3|1817
0368709|4|3293
0368709|5|6371
0368709|6|11010
0368709|7|12436
0368709|8|8614
0368709|9|4675
0368709|10|6720
0402022|1|3882
0402022|2|4003
0402022|3|6915
0402022|4|12688
0402022|5|22137
0402022|6|26164
0402022|7|18313
0402022|8|8548
0402022|9|2985
0402022|10|4349
0379786|1|3311
0379786|2|1355
0379786|3|1969
0379786|4|3286
0379786|5|6977
0379786|6|16016
0379786|7|34842
0379786|8|56035
0379786|9|46237
0379786|10|70113
0382628|1|1631
0382628|2|1389
0382628|3|2475
0382628|4|4839
0382628|5|9862
0382628|6|11219
0382628|7|6893
0382628|8|3029
0382628|9|1155
0382628|10|2011
0342258|1|623
0342258|2|525
0342258|3|1013
0342258|4|1952
0342258|5|5321
0342258|6|13825
0342258|7|27048
0342258|8|19053
0342258|9|7576
0342258|10|7676
0357277|1|4787
0357277|2|4597
0357277|3|7377
0357277|4|11396
0357277|5|14908
0357277|6|11924
0357277|7|7159
0357277|8|3284
0357277|9|1352
0357277|10|3665
0396652|1|497
0396652|2|386
0396652|3|737
0396652|4|1395
0396652|5|3139
0396652|6|4863
0396652|7|3591
0396652|8|1934
0396652|9|900
0396652|10|1997
0399295|1|1266
0399295|2|791
0399295|3|1372
0399295|4|2833
0399295|5|7702
0399295|6|21957
0399295|7|60128
0399295|8|85008
0399295|9|38653
0399295|10|26353
0416320|1|1640
0416320|2|940
0416320|3|1351
0416320|4|2532
0416320|5|5511
0416320|6|14072
0416320|7|36505
0416320|8|54083
0416320|9|28465
0416320|10|18853
0417217|1|519
0417217|2|447
0417217|3|840
0417217|4|1999
0417217|5|5051
0417217|6|10672
0417217|7|10018
0417217|8|4072
0417217|9|1205
0417217|10|1617
0387514|1|616
0387514|2|490
0387514|3|871
0387514|4|1872
0387514|5|4689
0387514|6|9243
0387514|7|9147
0387514|8|4343
0387514|9|1601
0387514|10|1849
0367652|1|4175
0367652|2|3058
0367652|3|4305
0367652|4|6369
0367652|5|7761
0367652|6|6267
0367652|7|3827
0367652|8|1912
0367652|9|799
0367652|10|2391
0410097|1|736
0410097|2|261
0410097|3|326
0410097|4|551
0410097|5|1273
0410097|6|3394
0410097|7|8426
0410097|8|9851
0410097|9|4370
0410097|10|4169
0391304|1|876
0391304|2|589
0391304|3|1061
0391304|4|2268
0391304|5|5847
0391304|6|12440
0391304|7|15823
0391304|8|9181
0391304|9|4065
0391304|10|5683
0418819|1|2071
0418819|2|1506
0418819|3|2520
0418819|4|4902
0418819|5|10211
0418819|6|18779
0418819|7|19242
0418819|8|9814
0418819|9|3524
0418819|10|5706
0398712|1|837
0398712|2|655
0398712|3|1257
0398712|4|3237
0398712|5|8960
0398712|6|20057
0398712|7|19264
0398712|8|7395
0398712|9|1848
0398712|10|2077
0331933|1|627
0331933|2|587
0331933|3|1190
0331933|4|2442
0331933|5|4492
0331933|6|4707
0331933|7|2802
0331933|8|1277
0331933|9|484
0331933|10|1070
0361089|1|372
0361089|2|394
0361089|3|801
0361089|4|1644
0361089|5|3535
0361089|6|4459
0361089|7|2417
0361089|8|978
0361089|9|339
0361089|10|651
0395251|1|1245
0395251|2|826
0395251|3|1121
0395251|4|1897
0395251|5|3638
0395251|6|6193
0395251|7|7492
0395251|8|5457
0395251|9|2762
0395251|10|4268
0257516|1|1647
0257516|2|1544
0257516|3|2656
0257516|4|3988
0257516|5|5511
0257516|6|4510
0257516|7|2820
0257516|8|1239
0257516|9|491
0257516|10|1484
0378109|1|1397
0378109|2|1173
0378109|3|2432
0378109|4|5145
0378109|5|11939
0378109|6|17484
0378109|7|12558
0378109|8|5280
0378109|9|1857
0378109|10|3763
0365885|1|294
0365885|2|218
0365885|3|344
0365885|4|594
0365885|5|1424
0365885|6|3185
0365885|7|5398
0365885|8|4315
0365885|9|1665
0365885|10|1473
0395972|1|322
0395972|2|196
0395972|3|218
0395972|4|495
0395972|5|1337
0395972|6|4258
0395972|7|10714
0395972|8|8820
0395972|9|3395
0395972|10|2777
0407121|1|78
0407121|2|50
0407121|3|115
0407121|4|204
0407121|5|523
0407121|6|1059
0407121|7|930
0407121|8|455
0407121|9|237
0407121|10|446
0403455|1|437
0403455|2|139
0403455|3|168
0403455|4|340
0403455|5|645
0403455|6|945
0403455|7|940
0403455|8|663
0403455|9|287
0403455|10|970
0395584|1|3377
0395584|2|1485
0395584|3|1939
0395584|4|2830
0395584|5|5084
0395584|6|9674
0395584|7|16688
0395584|8|14593
0395584|9|8180
0395584|10|11672
0362165|1|20000
0362165|2|6794
0362165|3|4041
0362165|4|2648
0362165|5|1991
0362165|6|1399
0362165|7|761
0362165|8|463
0362165|9|251
0362165|10|1750
0376108|1|601
0376108|2|444
0376108|3|765
0376108|4|1432
0376108|5|2444
0376108|6|2067
0376108|7|1089
0376108|8|479
0376108|9|213
0376108|10|879
0457528|1|3
0457528|2|3
0457528|3|4
0457528|4|9
0457528|5|16
0457528|6|7
0457528|7|9
0457528|8|7
0457528|9|2
0457528|10|8
0380623|1|1090
0380623|2|795
0380623|3|1388
0380623|4|2395
0380623|5|4740
0380623|6|4880
0380623|7|3174
0380623|8|1782
0380623|9|773
0380623|10|2185
0416315|1|2090
0416315|2|1275
0416315|3|1924
0416315|4|3381
0416315|5|6858
0416315|6|12225
0416315|7|13484
0416315|8|7742
0416315|9|2973
0416315|10|3315
0348333|1|1406
0348333|2|951
0348333|3|1540
0348333|4|2694
0348333|5|5857
0348333|6|12803
0348333|7|21248
0348333|8|14462
0348333|9|6577
0348333|10|8237
0451069|1|495
0451069|2|72
0451069|3|101
0451069|4|128
0451069|5|124
0451069|6|147
0451069|7|129
0451069|8|152
0451069|9|114
0451069|10|367
0388980|1|223
0388980|2|105
0388980|3|106
0388980|4|219
0388980|5|668
0388980|6|2345
0388980|7|6267
0388980|8|6421
0388980|9|2856
0388980|10|2833
0402901|1|1378
0402901|2|1389
0402901|3|2518
0402901|4|4296
0402901|5|6691
0402901|6|5690
0402901|7|3318
0402901|8|1437
0402901|9|477
0402901|10|1131
0412019|1|1208
0412019|2|779
0412019|3|1156
0412019|4|1983
0412019|5|4514
0412019|6|10728
0412019|7|23658
0412019|8|22423
0412019|9|8796
0412019|10|5476
0373908|1|2952
0373908|2|571
0373908|3|585
0373908|4|546
0373908|5|553
0373908|6|374
0373908|7|236
0373908|8|141
0373908|9|86
0373908|10|426
0402399|1|2767
0402399|2|1543
0402399|3|2298
0402399|4|3663
0402399|5|6694
0402399|6|11836
0402399|7|14586
0402399|8|11269
0402399|9|7128
0402399|10|8383
0365485|1|420
0365485|2|304
0365485|3|584
0365485|4|1216
0365485|5|3246
0365485|6|7656
0365485|7|13205
0365485|8|8426
0365485|9|2938
0365485|10|2336
0384680|1|1219
0384680|2|870
0384680|3|1525
0384680|4|2932
0384680|5|6339
0384680|6|14106
0384680|7|20236
0384680|8|12480
0384680|9|4671
0384680|10|4373
0402894|1|574
0402894|2|408
0402894|3|776
0402894|4|1841
0402894|5|4794
0402894|6|10762
0402894|7|12547
0402894|8|6297
0402894|9|2494
0402894|10|3391
0355702|1|575
0355702|2|366
0355702|3|424
0355702|4|888
0355702|5|2311
0355702|6|6177
0355702|7|12927
0355702|8|9842
0355702|9|4475
0355702|10|5579
0413015|1|124
0413015|2|80
0413015|3|123
0413015|4|298
0413015|5|743
0413015|6|2268
0413015|7|4100
0413015|8|3265
0413015|9|1313
0413015|10|1128
0338427|1|615
0338427|2|451
0338427|3|680
0338427|4|1092
0338427|5|2331
0338427|6|4330
0338427|7|5314
0338427|8|3403
0338427|9|1435
0338427|10|1455
0426615|1|3962
0426615|2|605
0426615|3|532
0426615|4|454
0426615|5|443
0426615|6|336
0426615|7|211
0426615|8|141
0426615|9|68
0426615|10|730
0421054|1|2310
0421054|2|1587
0421054|3|2534
0421054|4|4391
0421054|5|8554
0421054|6|12960
0421054|7|12178
0421054|8|6858
0421054|9|2567
0421054|10|3758
0326905|1|336
0326905|2|164
0326905|3|272
0326905|4|605
0326905|5|1544
0326905|6|3751
0326905|7|5369
0326905|8|3055
0326905|9|1334
0326905|10|1617
0384286|1|774
0384286|2|657
0384286|3|1018
0384286|4|1909
0384286|5|3553
0384286|6|5206
0384286|7|4241
0384286|8|2358
0384286|9|1013
0384286|10|2149
0400525|1|354
0400525|2|316
0400525|3|545
0400525|4|1270
0400525|5|2831
0400525|6|5676
0400525|7|5505
0400525|8|2563
0400525|9|781
0400525|10|888
0407265|1|567
0407265|2|188
0407265|3|274
0407265|4|574
0407265|5|1224
0407265|6|3813
0407265|7|9132
0407265|8|10762
0407265|9|5072
0407265|10|4430
0417415|1|75
0417415|2|53
0417415|3|69
0417415|4|105
0417415|5|253
0417415|6|440
0417415|7|514
0417415|8|271
0417415|9|179
0417415|10|248
0350261|1|247
0350261|2|119
0350261|3|231
0350261|4|495
0350261|5|1404
0350261|6|3859
0350261|7|7500
0350261|8|5448
0350261|9|2199
0350261|10|2102
0399327|1|598
0399327|2|609
0399327|3|1249
0399327|4|2380
0399327|5|4732
0399327|6|5652
0399327|7|3467
0399327|8|1488
0399327|9|533
0399327|10|1067
0438205|1|41
0438205|2|25
0438205|3|20
0438205|4|47
0438205|5|122
0438205|6|320
0438205|7|664
0438205|8|774
0438205|9|534
0438205|10|601
0377107|1|374
0377107|2|303
0377107|3|484
0377107|4|1094
0377107|5|2940
0377107|6|7629
0377107|7|11529
0377107|8|6986
0377107|9|2501
0377107|10|2179
0367089|1|626
0367089|2|450
0367089|3|663
0367089|4|1217
0367089|5|2617
0367089|6|7044
0367089|7|16231
0367089|8|17676
0367089|9|8165
0367089|10|5124
0436078|1|919
0436078|2|429
0436078|3|493
0436078|4|747
0436078|5|1434
0436078|6|2643
0436078|7|3202
0436078|8|2492
0436078|9|1227
0436078|10|1393
0366627|1|721
0366627|2|567
0366627|3|928
0366627|4|2130
0366627|5|5286
0366627|6|13197
0366627|7|27803
0366627|8|22499
0366627|9|10144
0366627|10|8618
0373416|1|1090
0373416|2|410
0373416|3|521
0373416|4|620
0373416|5|628
0373416|6|552
0373416|7|330
0373416|8|205
0373416|9|79
0373416|10|410
0369226|1|17679
0369226|2|6507
0369226|3|4380
0369226|4|2840
0369226|5|2065
0369226|6|1140
0369226|7|722
0369226|8|502
0369226|9|192
0369226|10|1345
0412080|1|223
0412080|2|106
0412080|3|146
0412080|4|274
0412080|5|837
0412080|6|2818
0412080|7|8724
0412080|8|14723
0412080|9|8389
0412080|10|7522
0419294|1|318
0419294|2|205
0419294|3|298
0419294|4|544
0419294|5|1349
0419294|6|3575
0419294|7|8733
0419294|8|11274
0419294|9|4766
0419294|10|2910
0484361|1|3
0484361|2|1
0484361|3|0
0484361|4|0
0484361|5|0
0484361|6|0
0484361|7|0
0484361|8|0
0484361|9|1
0484361|10|13
0373469|1|1191
0373469|2|702
0373469|3|1133
0373469|4|2352
0373469|5|5837
0373469|6|15700
0373469|7|40199
0373469|8|56201
0373469|9|28631
0373469|10|21087
1016268|1|54
1016268|2|23
1016268|3|42
1016268|4|94
1016268|5|287
1016268|6|956
1016268|7|3109
1016268|8|4624
1016268|9|1793
1016268|10|1051
0388183|1|586
0388183|2|309
0388183|3|386
0388183|4|449
0388183|5|467
0388183|6|358
0388183|7|231
0388183|8|134
0388183|9|65
0388183|10|234
0415978|1|737
0415978|2|410
0415978|3|478
0415978|4|783
0415978|5|1446
0415978|6|3184
0415978|7|6750
0415978|8|8107
0415978|9|4673
0415978|10|4352
0387898|1|1239
0387898|2|779
0387898|3|1036
0387898|4|1579
0387898|5|3044
0387898|6|6164
0387898|7|12558
0387898|8|13759
0387898|9|7532
0387898|10|5104
0371257|1|920
0371257|2|675
0371257|3|1222
0371257|4|2211
0371257|5|4577
0371257|6|9903
0371257|7|15094
0371257|8|11763
0371257|9|6183
0371257|10|7043
0436724|1|86
0436724|2|46
0436724|3|30
0436724|4|57
0436724|5|192
0436724|6|352
0436724|7|706
0436724|8|602
0436724|9|322
0436724|10|474
0427312|1|430
0427312|2|251
0427312|3|319
0427312|4|547
0427312|5|1164
0427312|6|3228
0427312|7|8634
0427312|8|13161
0427312|9|7336
0427312|10|5264
0403016|1|850
0403016|2|345
0403016|3|398
0403016|4|432
0403016|5|508
0403016|6|344
0403016|7|240
0403016|8|172
0403016|9|74
0403016|10|527
0418773|1|298
0418773|2|242
0418773|3|374
0418773|4|565
0418773|5|1229
0418773|6|2852
0418773|7|5325
0418773|8|4442
0418773|9|1927
0418773|10|1632
0380599|1|270
0380599|2|138
0380599|3|252
0380599|4|630
0380599|5|1757
0380599|6|4945
0380599|7|8777
0380599|8|4889
0380599|9|1700
0380599|10|1868
0457530|1|51
0457530|2|13
0457530|3|16
0457530|4|25
0457530|5|34
0457530|6|60
0457530|7|72
0457530|8|80
0457530|9|63
0457530|10|142
0318081|1|2330
0318081|2|1943
0318081|3|2316
0318081|4|2451
0318081|5|2559
0318081|6|2064
0318081|7|1220
0318081|8|575
0318081|9|242
0318081|10|651
0421229|1|45
0421229|2|20
0421229|3|18
0421229|4|45
0421229|5|95
0421229|6|203
0421229|7|429
0421229|8|665
0421229|9|465
0421229|10|545
0404030|1|381
0404030|2|265
0404030|3|415
0404030|4|736
0404030|5|1952
0404030|6|5113
0404030|7|11789
0404030|8|14901
0404030|9|7984
0404030|10|6793
0403537|1|218
0403537|2|104
0403537|3|126
0403537|4|156
0403537|5|129
0403537|6|126
0403537|7|89
0403537|8|57
0403537|9|26
0403537|10|160
0384686|1|79
0384686|2|62
0384686|3|116
0384686|4|239
0384686|5|493
0384686|6|1041
0384686|7|1608
0384686|8|798
0384686|9|352
0384686|10|494
0436613|1|76
0436613|2|25
0436613|3|49
0436613|4|88
0436613|5|235
0436613|6|664
0436613|7|1959
0436613|8|2848
0436613|9|1802
0436613|10|1238
0445620|1|344
0445620|2|88
0445620|3|110
0445620|4|216
0445620|5|653
0445620|6|1989
0445620|7|4962
0445620|8|6037
0445620|9|2659
0445620|10|2321
0456165|1|189
0456165|2|103
0456165|3|140
0456165|4|292
0456165|5|662
0456165|6|1039
0456165|7|1039
0456165|8|600
0456165|9|321
0456165|10|544
0451850|1|442
0451850|2|151
0451850|3|198
0451850|4|328
0451850|5|660
0451850|6|887
0451850|7|1151
0451850|8|811
0451850|9|550
0451850|10|4497
0383574|1|5418
0383574|2|3072
0383574|3|5262
0383574|4|10292
0383574|5|25126
0383574|6|64553
0383574|7|142988
0383574|8|131172
0383574|9|57690
0383574|10|69072
0477347|1|2535
0477347|2|2371
0477347|3|4589
0477347|4|10470
0477347|5|27485
0477347|6|63250
0477347|7|68330
0477347|8|29958
0477347|9|9639
0477347|10|11711
0317219|1|2466
0317219|2|1661
0317219|3|2948
0317219|4|5931
0317219|5|15012
0317219|6|38099
0317219|7|75481
0317219|8|63783
0317219|9|26880
0317219|10|25708
0376994|1|6098
0376994|2|3704
0376994|3|7078
0376994|4|14238
0376994|5|32640
0376994|6|75073
0376994|7|115183
0376994|8|67958
0376994|9|25288
0376994|10|29850
0382625|1|7959
0382625|2|4147
0382625|3|7169
0382625|4|14244
0382625|5|31864
0382625|6|66740
0382625|7|84738
0382625|8|50964
0382625|9|19940
0382625|10|22585
0348150|1|10237
0348150|2|6028
0348150|3|8874
0348150|4|16529
0348150|5|33806
0348150|6|53948
0348150|7|49301
0348150|8|27492
0348150|9|12713
0348150|10|19609
0366548|1|3063
0366548|2|2234
0366548|3|3470
0366548|4|6420
0366548|5|13983
0366548|6|28932
0366548|7|34544
0366548|8|19525
0366548|9|7928
0366548|10|10340
0438097|1|1187
0438097|2|1009
0438097|3|2022
0438097|4|5032
0438097|5|14040
0438097|6|39042
0438097|7|65946
0438097|8|34853
0438097|9|12728
0438097|10|14512
0381061|1|4698
0381061|2|1649
0381061|3|2450
0381061|4|4259
0381061|5|9636
0381061|6|27201
0381061|7|80645
0381061|8|158282
0381061|9|99813
0381061|10|75705
0454921|1|1915
0454921|2|953
0454921|3|1513
0454921|4|2783
0454921|5|7145
0454921|6|20498
0454921|7|59197
0454921|8|106916
0454921|9|69226
0454921|10|62881
0327084|1|890
0327084|2|869
0327084|3|1706
0327084|4|4140
0327084|5|11070
0327084|6|27180
0327084|7|39956
0327084|8|22482
0327084|9|8459
0327084|10|8999
0415306|1|3240
0415306|2|2054
0415306|3|3232
0415306|4|5944
0415306|5|12640
0415306|6|26595
0415306|7|34330
0415306|8|21954
0415306|9|8754
0415306|10|10306
0389860|1|4885
0389860|2|4175
0389860|3|7081
0389860|4|13507
0389860|5|27409
0389860|6|50828
0389860|7|61421
0389860|8|36710
0389860|9|15917
0389860|10|21609
0317919|1|3684
0317919|2|1758
0317919|3|3193
0317919|4|6448
0317919|5|17109
0317919|6|49834
0317919|7|88352
0317919|8|49939
0317919|9|16690
0317919|10|15883
0407887|1|7353
0407887|2|2278
0407887|3|2906
0407887|4|4736
0407887|5|10729
0407887|6|29019
0407887|7|93617
0407887|8|224748
0407887|9|273629
0407887|10|210077
0443453|1|12120
0443453|2|4522
0443453|3|5522
0443453|4|7742
0443453|5|14586
0443453|6|29822
0443453|7|60140
0443453|8|67965
0443453|9|39601
0443453|10|51493
0458352|1|2717
0458352|2|2214
0458352|3|3998
0458352|4|8532
0458352|5|21335
0458352|6|55332
0458352|7|85693
0458352|8|55201
0458352|9|23080
0458352|10|23468
0452594|1|2712
0452594|2|2282
0452594|3|4045
0452594|4|8743
0452594|5|19608
0452594|6|28788
0452594|7|19702
0452594|8|8420
0452594|9|2841
0452594|10|4061
0443489|1|2202
0443489|2|964
0443489|3|1469
0443489|4|2560
0443489|5|5299
0443489|6|10772
0443489|7|13070
0443489|8|8673
0443489|9|4204
0443489|10|6058
0362120|1|5726
0362120|2|4857
0362120|3|7645
0362120|4|12768
0362120|5|19936
0362120|6|17022
0362120|7|10724
0362120|8|5306
0362120|9|2325
0362120|10|6481
0427229|1|1816
0427229|2|1712
0427229|3|2939
0427229|4|5651
0427229|5|12095
0427229|6|15113
0427229|7|9918
0427229|8|4469
0427229|9|1547
0427229|10|2404
0454848|1|1208
0454848|2|600
0454848|3|1031
0454848|4|2110
0454848|5|6321
0454848|6|22041
0454848|7|71974
0454848|8|100774
0454848|9|40686
0454848|10|23218
0400717|1|1065
0400717|2|867
0400717|3|1745
0400717|4|3918
0400717|5|9858
0400717|6|19047
0400717|7|14979
0400717|8|6668
0400717|9|2339
0400717|10|3685
0452681|1|1948
0452681|2|1542
0452681|3|2355
0452681|4|3439
0452681|5|4019
0452681|6|2950
0452681|7|1859
0452681|8|1028
0452681|9|417
0452681|10|1793
0413895|1|571
0413895|2|356
0413895|3|662
0413895|4|1385
0413895|5|3526
0413895|6|6910
0413895|7|6955
0413895|8|3451
0413895|9|1377
0413895|10|2185
0383216|1|3728
0383216|2|2513
0383216|3|3782
0383216|4|6066
0383216|5|10935
0383216|6|13564
0383216|7|10891
0383216|8|5863
0383216|9|2573
0383216|10|4843
0397313|1|461
0397313|2|309
0397313|3|437
0397313|4|851
0397313|5|2239
0397313|6|6026
0397313|7|12411
0397313|8|11786
0397313|9|5592
0397313|10|8178
0489270|1|4883
0489270|2|2766
0489270|3|4928
0489270|4|8504
0489270|5|17458
0489270|6|33219
0489270|7|30433
0489270|8|17009
0489270|9|7491
0489270|10|13625
0457510|1|3170
0457510|2|2366
0457510|3|3538
0457510|4|6024
0457510|5|10252
0457510|6|13134
0457510|7|10964
0457510|8|6808
0457510|9|2952
0457510|10|5728
